id,distance,order,condition,time,rt
2,1,in,numbers,2,884.0303965
3,1,in,numbers,2,876.390369
4,1,in,numbers,2,1084.238909
5,1,in,numbers,2,717.310266
6,1,in,numbers,2,633.91028
7,1,in,numbers,2,1517.843398
8,1,in,numbers,2,769.144436
9,1,in,numbers,2,800.633726
10,1,in,numbers,2,1050.891293
11,1,in,numbers,2,917.360356
12,1,in,numbers,2,1084.195148
13,1,in,numbers,2,809.0008495
14,1,in,numbers,2,700.7405285
15,1,in,numbers,2,767.2766775
16,1,in,numbers,2,700.6163745
17,1,in,numbers,2,1009.160008
18,1,in,numbers,2,1074.262261
19,1,in,numbers,2,1177.032129
20,1,in,numbers,2,1042.411664
21,1,in,numbers,2,1017.718144
22,1,in,numbers,2,825.7123855
23,1,in,numbers,2,763.5668465
24,1,in,numbers,2,859.0785645
25,1,in,numbers,2,1267.692419
26,1,in,numbers,2,917.482223
27,1,in,numbers,2,775.698826
28,1,in,numbers,2,867.184386
29,1,in,numbers,2,730.4019695
30,1,in,numbers,2,1301.051201
31,1,in,numbers,2,992.515997
32,1,in,numbers,2,600.5803255
1,1,mixed,numbers,2,867.46485
2,1,mixed,numbers,2,1292.655772
3,1,mixed,numbers,2,1064.885273
4,1,mixed,numbers,2,1467.810621
5,1,mixed,numbers,2,975.7858295
6,1,mixed,numbers,2,833.999436
7,1,mixed,numbers,2,1801.402377
8,1,mixed,numbers,2,901.912398
9,1,mixed,numbers,2,850.7511555
10,1,mixed,numbers,2,1868.116665
11,1,mixed,numbers,2,984.3377035
12,1,mixed,numbers,2,1384.456423
13,1,mixed,numbers,2,959.1216725
14,1,mixed,numbers,2,800.555264
15,1,mixed,numbers,2,984.1722325
16,1,mixed,numbers,2,775.773812
17,1,mixed,numbers,2,1225.939523
18,1,mixed,numbers,2,1315.143967
19,1,mixed,numbers,2,1366.782757
20,1,mixed,numbers,2,1234.359983
21,1,mixed,numbers,2,1234.138456
22,1,mixed,numbers,2,1051.29453
23,1,mixed,numbers,2,929.356092
24,1,mixed,numbers,2,1050.984812
25,1,mixed,numbers,2,1351.12499
26,1,mixed,numbers,2,1100.894311
27,1,mixed,numbers,2,900.723904
28,1,mixed,numbers,2,850.658455
29,1,mixed,numbers,2,949.5672595
30,1,mixed,numbers,2,1334.506742
31,1,mixed,numbers,2,1234.154347
32,1,mixed,numbers,2,775.67069
1,2,in,numbers,2,867.381421
2,2,in,numbers,2,934.021524
3,2,in,numbers,2,905.600983
4,2,in,numbers,2,1009.141725
5,2,in,numbers,2,784.016307
6,2,in,numbers,2,608.8324465
7,2,in,numbers,2,1251.090434
8,2,in,numbers,2,730.7801115
9,2,in,numbers,2,717.2815775
10,2,in,numbers,2,1184.266738
11,2,in,numbers,2,884.1793225
12,2,in,numbers,2,1100.895329
13,2,in,numbers,2,884.1316955
14,2,in,numbers,2,700.6172065
15,2,in,numbers,2,909.1344745
16,2,in,numbers,2,642.314553
17,2,in,numbers,2,1000.666098
18,2,in,numbers,2,1062.286677
19,2,in,numbers,2,1096.14206
20,2,in,numbers,2,984.165729
21,2,in,numbers,2,1050.843283
22,2,in,numbers,2,917.4233155
23,2,in,numbers,2,792.6871655
24,2,in,numbers,2,917.431627
25,2,in,numbers,2,1301.068327
26,2,in,numbers,2,783.816255
27,2,in,numbers,2,750.5836655
28,2,in,numbers,2,859.0739585
29,2,in,numbers,2,736.778682
30,2,in,numbers,2,1201.033522
31,2,in,numbers,2,1084.093895
32,2,in,numbers,2,558.786557
1,2,mixed,numbers,2,842.3043395
2,2,mixed,numbers,2,1117.809153
3,2,mixed,numbers,2,943.85532
4,2,mixed,numbers,2,1242.735751
5,2,mixed,numbers,2,950.7809135
6,2,mixed,numbers,2,750.642597
7,2,mixed,numbers,2,1392.833508
8,2,mixed,numbers,2,859.659087
9,2,mixed,numbers,2,884.053082
10,2,mixed,numbers,2,1534.5155
11,2,mixed,numbers,2,950.761712
12,2,mixed,numbers,2,1134.290726
13,2,mixed,numbers,2,800.811246
14,2,mixed,numbers,2,759.121861
15,2,mixed,numbers,2,892.381377
16,2,mixed,numbers,2,667.224951
17,2,mixed,numbers,2,1034.103429
18,2,mixed,numbers,2,1149.288065
19,2,mixed,numbers,2,1299.165754
20,2,mixed,numbers,2,1067.403909
21,2,mixed,numbers,2,1276.037915
22,2,mixed,numbers,2,1000.832297
23,2,mixed,numbers,2,860.18758
24,2,mixed,numbers,2,1050.870924
25,2,mixed,numbers,2,1251.076223
26,2,mixed,numbers,2,984.066078
27,2,mixed,numbers,2,758.9565995
28,2,mixed,numbers,2,775.6831855
29,2,mixed,numbers,2,851.487137
30,2,mixed,numbers,2,1209.262829
31,2,mixed,numbers,2,1250.93459
32,2,mixed,numbers,2,692.259115
1,3,in,numbers,2,800.6225405
2,3,in,numbers,2,867.380592
3,3,in,numbers,2,833.808632
4,3,in,numbers,2,1000.78413
5,3,in,numbers,2,783.930561
6,3,in,numbers,2,583.805101
7,3,in,numbers,2,1150.909013
8,3,in,numbers,2,798.8854175
9,3,in,numbers,2,725.564517
10,3,in,numbers,2,1276.010443
11,3,in,numbers,2,867.597993
12,3,in,numbers,2,1042.496671
13,3,in,numbers,2,875.733189
14,3,in,numbers,2,717.2458225
15,3,in,numbers,2,817.178086
16,3,in,numbers,2,700.580289
17,3,in,numbers,2,1017.495008
18,3,in,numbers,2,1002.143903
19,3,in,numbers,2,1089.913148
20,3,in,numbers,2,867.404538
21,3,in,numbers,2,1017.484414
22,3,in,numbers,2,850.937377
23,3,in,numbers,2,762.4390165
24,3,in,numbers,2,775.676066
25,3,in,numbers,2,1184.28385
26,3,in,numbers,2,817.340261
27,3,in,numbers,2,733.9359575
28,3,in,numbers,2,717.4482115
29,3,in,numbers,2,798.181049
30,3,in,numbers,2,1200.853422
31,3,in,numbers,2,925.712182
32,3,in,numbers,2,592.147082
1,3,mixed,numbers,2,783.911549
2,3,mixed,numbers,2,1000.772866
3,3,mixed,numbers,2,873.9325585
4,3,mixed,numbers,2,1109.238694
5,3,mixed,numbers,2,900.745589
6,3,mixed,numbers,2,717.2878105
7,3,mixed,numbers,2,1534.510037
8,3,mixed,numbers,2,772.890876
9,3,mixed,numbers,2,759.036446
10,3,mixed,numbers,2,1284.364534
11,3,mixed,numbers,2,934.10043
12,3,mixed,numbers,2,1150.902182
13,3,mixed,numbers,2,892.4070455
14,3,mixed,numbers,2,700.635746
15,3,mixed,numbers,2,792.347642
16,3,mixed,numbers,2,600.5099705
17,3,mixed,numbers,2,950.754095
18,3,mixed,numbers,2,1033.209369
19,3,mixed,numbers,2,1238.002261
20,3,mixed,numbers,2,984.114414
21,3,mixed,numbers,2,1042.509111
22,3,mixed,numbers,2,967.462282
23,3,mixed,numbers,2,790.0617215
24,3,mixed,numbers,2,959.113923
25,3,mixed,numbers,2,1159.286474
26,3,mixed,numbers,2,867.3787145
27,3,mixed,numbers,2,750.644747
28,3,mixed,numbers,2,717.254042
29,3,mixed,numbers,2,895.19296
30,3,mixed,numbers,2,1092.526484
31,3,mixed,numbers,2,1084.244528
32,3,mixed,numbers,2,683.536685
1,1,in,dots,2,1134.235847
2,1,in,dots,2,1025.787135
3,1,in,dots,2,998.220381
4,1,in,dots,2,1000.797869
5,1,in,dots,2,683.900964
6,1,in,dots,2,1034.192712
7,1,in,dots,2,1692.932992
8,1,in,dots,2,1273.794545
9,1,in,dots,2,984.1368085
10,1,in,dots,2,950.8080635
11,1,in,dots,2,1401.291347
12,1,in,dots,2,1275.983706
13,1,in,dots,2,950.821493
14,1,in,dots,2,859.130932
15,1,in,dots,2,1100.92331
16,1,in,dots,2,975.7696075
17,1,in,dots,2,1100.955579
18,1,in,dots,2,1113.597788
19,1,in,dots,2,1352.965465
20,1,in,dots,2,792.33527
21,1,in,dots,2,1159.276244
22,1,in,dots,2,525.498617
23,1,in,dots,2,775.287083
24,1,in,dots,2,1125.927032
25,1,in,dots,2,909.1185385
26,1,in,dots,2,1167.592385
27,1,in,dots,2,834.028788
28,1,in,dots,2,1084.244093
29,1,in,dots,2,906.539408
30,1,in,dots,2,917.383811
31,1,in,dots,2,950.787201
32,1,in,dots,2,1059.266603
1,1,mixed,dots,2,992.4999845
2,1,mixed,dots,2,1250.983256
3,1,mixed,dots,2,978.175576
4,1,mixed,dots,2,1242.625671
5,1,mixed,dots,2,858.957891
6,1,mixed,dots,2,1100.824815
7,1,mixed,dots,2,1918.124469
8,1,mixed,dots,2,1271.597187
9,1,mixed,dots,2,984.1234
10,1,mixed,dots,2,1034.154143
11,1,mixed,dots,2,1326.286862
12,1,mixed,dots,2,1184.237656
13,1,mixed,dots,2,733.965848
14,1,mixed,dots,2,1150.728709
15,1,mixed,dots,2,1417.829591
16,1,mixed,dots,2,984.1559495
17,1,mixed,dots,2,1284.329876
18,1,mixed,dots,2,1226.45535
19,1,mixed,dots,2,1242.027868
20,1,mixed,dots,2,950.771998
21,1,mixed,dots,2,1217.658486
22,1,mixed,dots,2,600.427868
23,1,mixed,dots,2,1030.872228
24,1,mixed,dots,2,1051.033148
25,1,mixed,dots,2,1059.190364
26,1,mixed,dots,2,1250.977227
27,1,mixed,dots,2,984.0966895
28,1,mixed,dots,2,1000.776844
29,1,mixed,dots,2,1008.507416
30,1,mixed,dots,2,950.754599
31,1,mixed,dots,2,992.571781
32,1,mixed,dots,2,1134.147601
1,2,in,dots,2,942.447957
2,2,in,dots,2,928.4676165
3,2,in,dots,2,856.368661
4,2,in,dots,2,1000.827996
5,2,in,dots,2,642.2319525
6,2,in,dots,2,967.678964
7,2,in,dots,2,1451.159957
8,2,in,dots,2,1111.21455
9,2,in,dots,2,884.070628
10,2,in,dots,2,1034.183111
11,2,in,dots,2,1200.959688
12,2,in,dots,2,1267.674337
13,2,in,dots,2,934.1598865
14,2,in,dots,2,850.664085
15,2,in,dots,2,992.491589
16,2,in,dots,2,950.7737955
17,2,in,dots,2,959.1097855
18,2,in,dots,2,989.4261135
19,2,in,dots,2,1235.113723
20,2,in,dots,2,775.6448605
21,2,in,dots,2,1050.833351
22,2,in,dots,2,517.109102
23,2,in,dots,2,848.445346
24,2,in,dots,2,950.764552
25,2,in,dots,2,984.142781
26,2,in,dots,2,1051.046883
27,2,in,dots,2,708.921275
28,2,in,dots,2,984.072138
29,2,in,dots,2,867.305291
30,2,in,dots,2,950.7883675
31,2,in,dots,2,1034.070654
32,2,in,dots,2,700.7415215
1,2,mixed,dots,2,967.500042
2,2,mixed,dots,2,1251.012887
3,2,mixed,dots,2,993.364594
4,2,mixed,dots,2,1042.526914
5,2,mixed,dots,2,758.966366
6,2,mixed,dots,2,1050.910991
7,2,mixed,dots,2,1701.26118
8,2,mixed,dots,2,1150.242547
9,2,mixed,dots,2,934.100325
10,2,mixed,dots,2,1050.845771
11,2,mixed,dots,2,1175.929445
12,2,mixed,dots,2,1109.202381
13,2,mixed,dots,2,784.0933585
14,2,mixed,dots,2,950.8972885
15,2,mixed,dots,2,1100.800981
16,2,mixed,dots,2,783.9823725
17,2,mixed,dots,2,1200.920288
18,2,mixed,dots,2,1023.05454
19,2,mixed,dots,2,1253.022395
20,2,mixed,dots,2,850.749387
21,2,mixed,dots,2,1209.306437
22,2,mixed,dots,2,492.222624
23,2,mixed,dots,2,915.191234
24,2,mixed,dots,2,1134.229557
25,2,mixed,dots,2,1059.221485
26,2,mixed,dots,2,1209.240112
27,2,mixed,dots,2,833.995019
28,2,mixed,dots,2,1000.95744
29,2,mixed,dots,2,921.650334
30,2,mixed,dots,2,900.987437
31,2,mixed,dots,2,1009.051089
32,2,mixed,dots,2,1067.494586
1,3,in,dots,2,834.0211825
2,3,in,dots,2,909.010235
3,3,in,dots,2,890.139413
4,3,in,dots,2,933.960781
5,3,in,dots,2,675.5906015
6,3,in,dots,2,817.4250035
7,3,in,dots,2,1459.483677
8,3,in,dots,2,1064.308052
9,3,in,dots,2,783.974487
10,3,in,dots,2,1100.891028
11,3,in,dots,2,1067.609846
12,3,in,dots,2,1142.569472
13,3,in,dots,2,1175.930307
14,3,in,dots,2,742.4662625
15,3,in,dots,2,900.7977365
16,3,in,dots,2,758.9445155
17,3,in,dots,2,942.35222
18,3,in,dots,2,993.082582
19,3,in,dots,2,1220.127684
20,3,in,dots,2,650.565115
21,3,in,dots,2,1042.512587
22,3,in,dots,2,550.492856
23,3,in,dots,2,855.5466925
24,3,in,dots,2,917.3852775
25,3,in,dots,2,1050.859505
26,3,in,dots,2,1292.824587
27,3,in,dots,2,650.544136
28,3,in,dots,2,892.2940015
29,3,in,dots,2,847.753456
30,3,in,dots,2,917.496042
31,3,in,dots,2,900.890095
32,3,in,dots,2,667.129552
1,3,mixed,dots,2,934.0477675
2,3,mixed,dots,2,1067.48448
3,3,mixed,dots,2,1061.431184
4,3,mixed,dots,2,917.4374435
5,3,mixed,dots,2,733.958139
6,3,mixed,dots,2,825.7789295
7,3,mixed,dots,2,1442.863386
8,3,mixed,dots,2,1028.481609
9,3,mixed,dots,2,817.330377
10,3,mixed,dots,2,1009.159572
11,3,mixed,dots,2,1109.214134
12,3,mixed,dots,2,1100.88159
13,3,mixed,dots,2,867.423077
14,3,mixed,dots,2,834.246193
15,3,mixed,dots,2,975.811658
16,3,mixed,dots,2,708.9260755
17,3,mixed,dots,2,950.729265
18,3,mixed,dots,2,986.0562755
19,3,mixed,dots,2,1236.562941
20,3,mixed,dots,2,784.0832605
21,3,mixed,dots,2,1167.609754
22,3,mixed,dots,2,575.6412065
23,3,mixed,dots,2,870.5369105
24,3,mixed,dots,2,1067.503121
25,3,mixed,dots,2,1034.165674
26,3,mixed,dots,2,1392.773371
27,3,mixed,dots,2,884.0326615
28,3,mixed,dots,2,884.072336
29,3,mixed,dots,2,849.553313
30,3,mixed,dots,2,1017.455784
31,3,mixed,dots,2,884.248236
32,3,mixed,dots,2,967.384208
1,1,in,letters,2,1342.776608
2,1,in,letters,2,1918.202687
3,1,in,letters,2,1569.624692
4,1,in,letters,2,1442.74363
5,1,in,letters,2,1593.024785
6,1,in,letters,2,867.412159
7,1,in,letters,2,1618.100136
8,1,in,letters,2,1299.578787
9,1,in,letters,2,1292.6785
10,1,in,letters,2,1367.743058
11,1,in,letters,2,1392.876037
12,1,in,letters,2,1334.416464
13,1,in,letters,2,1267.77424
14,1,in,letters,2,1584.49863
15,1,in,letters,2,1367.751724
16,1,in,letters,2,1134.255633
17,1,in,letters,2,1567.846331
18,1,in,letters,2,1725.954901
19,1,in,letters,2,1647.770364
20,1,in,letters,2,1509.645636
21,1,in,letters,2,1317.748668
22,1,in,letters,2,808.9818565
23,1,in,letters,2,1420.054739
24,1,in,letters,2,1451.063341
25,1,in,letters,2,1567.956082
26,1,in,letters,2,1651.235194
27,1,in,letters,2,1334.355548
28,1,in,letters,2,1150.668619
29,1,in,letters,2,1285.877918
30,1,in,letters,2,1793.015071
31,1,in,letters,2,1384.405988
32,1,in,letters,2,1467.891898
1,1,mixed,letters,2,1309.397499
2,1,mixed,letters,2,2134.941978
3,1,mixed,letters,2,1846.303803
4,1,mixed,letters,2,1843.079364
5,1,mixed,letters,2,1759.754132
6,1,mixed,letters,2,1267.605368
7,1,mixed,letters,2,2209.95006
8,1,mixed,letters,2,1776.555265
9,1,mixed,letters,2,1234.309
10,1,mixed,letters,2,1984.96833
11,1,mixed,letters,2,1667.896348
12,1,mixed,letters,2,1801.38623
13,1,mixed,letters,2,1217.636136
14,1,mixed,letters,2,1701.29076
15,1,mixed,letters,2,1776.373543
16,1,mixed,letters,2,1159.294649
17,1,mixed,letters,2,1684.610485
18,1,mixed,letters,2,1996.086598
19,1,mixed,letters,2,1902.657297
20,1,mixed,letters,2,1651.32839
21,1,mixed,letters,2,1743.038745
22,1,mixed,letters,2,717.289466
23,1,mixed,letters,2,1513.652968
24,1,mixed,letters,2,1576.333203
25,1,mixed,letters,2,1918.133055
26,1,mixed,letters,2,1876.40211
27,1,mixed,letters,2,1634.579744
28,1,mixed,letters,2,1567.921932
29,1,mixed,letters,2,1436.66579
30,1,mixed,letters,2,1818.16996
31,1,mixed,letters,2,1517.870102
32,1,mixed,letters,2,1834.83069
1,2,in,letters,2,1417.828247
2,2,in,letters,2,2134.993458
3,2,in,letters,2,1577.71811
4,2,in,letters,2,1935.012081
5,2,in,letters,2,1517.827785
6,2,in,letters,2,1034.205954
7,2,in,letters,2,1893.098854
8,2,in,letters,2,1477.456689
9,2,in,letters,2,1251.062
10,2,in,letters,2,1584.546355
11,2,in,letters,2,1417.798519
12,2,in,letters,2,1717.991595
13,2,in,letters,2,1551.249993
14,2,in,letters,2,1743.041821
15,2,in,letters,2,1617.915768
16,2,in,letters,2,1167.582334
17,2,in,letters,2,1434.42509
18,2,in,letters,2,1954.486181
19,2,in,letters,2,2005.243629
20,2,in,letters,2,1517.856262
21,2,in,letters,2,1617.961938
22,2,in,letters,2,984.186355
23,2,in,letters,2,1581.819038
24,2,in,letters,2,1451.283998
25,2,in,letters,2,1734.802023
26,2,in,letters,2,1717.979287
27,2,in,letters,2,1626.267561
28,2,in,letters,2,1567.918622
29,2,in,letters,2,1478.715401
30,2,in,letters,2,1784.715743
31,2,in,letters,2,1434.586317
32,2,in,letters,2,1684.658668
1,2,mixed,letters,2,1467.893517
2,2,mixed,letters,2,1951.457934
3,2,mixed,letters,2,1874.291122
4,2,mixed,letters,2,1709.690566
5,2,mixed,letters,2,1517.895984
6,2,mixed,letters,2,1276.055965
7,2,mixed,letters,2,2301.785251
8,2,mixed,letters,2,1559.731416
9,2,mixed,letters,2,1117.5735
10,2,mixed,letters,2,1918.150831
11,2,mixed,letters,2,1584.7467
12,2,mixed,letters,2,1517.8887
13,2,mixed,letters,2,1384.423531
14,2,mixed,letters,2,1542.908468
15,2,mixed,letters,2,1901.445964
16,2,mixed,letters,2,959.1187545
17,2,mixed,letters,2,1384.369074
18,2,mixed,letters,2,1804.337344
19,2,mixed,letters,2,1494.695658
20,2,mixed,letters,2,1484.556554
21,2,mixed,letters,2,1384.450846
22,2,mixed,letters,2,1367.615598
23,2,mixed,letters,2,1502.323194
24,2,mixed,letters,2,1484.542598
25,2,mixed,letters,2,1659.654788
26,2,mixed,letters,2,1768.026514
27,2,mixed,letters,2,1567.858474
28,2,mixed,letters,2,1567.629933
29,2,mixed,letters,2,1419.291513
30,2,mixed,letters,2,1993.219438
31,2,mixed,letters,2,1451.293396
32,2,mixed,letters,2,1609.664445
1,3,in,letters,2,1367.728546
2,3,in,letters,2,1954.932272
3,3,in,letters,2,1554.153222
4,3,in,letters,2,1584.835987
5,3,in,letters,2,1651.20345
6,3,in,letters,2,1109.273426
7,3,in,letters,2,1951.516511
8,3,in,letters,2,1423.751341
9,3,in,letters,2,1267.681
10,3,in,letters,2,1884.783629
11,3,in,letters,2,1467.901711
12,3,in,letters,2,1609.589395
13,3,in,letters,2,1451.118129
14,3,in,letters,2,1417.798967
15,3,in,letters,2,1601.267122
16,3,in,letters,2,1050.85868
17,3,in,letters,2,1334.337557
18,3,in,letters,2,1906.763345
19,3,in,letters,2,1837.676076
20,3,in,letters,2,1701.341516
21,3,in,letters,2,1326.149218
22,3,in,letters,2,1276.142373
23,3,in,letters,2,1564.391018
24,3,in,letters,2,1534.593467
25,3,in,letters,2,1776.38497
26,3,in,letters,2,1568.000657
27,3,in,letters,2,1467.766472
28,3,in,letters,2,1250.951812
29,3,in,letters,2,1393.797862
30,3,in,letters,2,1959.765884
31,3,in,letters,2,1509.421217
32,3,in,letters,2,1534.484163
1,3,mixed,letters,2,1417.931043
2,3,mixed,letters,2,2034.990015
3,3,mixed,letters,2,1551.383264
4,3,mixed,letters,2,1701.513898
5,3,mixed,letters,2,1768.086842
6,3,mixed,letters,2,1125.848188
7,3,mixed,letters,2,2168.434591
8,3,mixed,letters,2,1557.316941
9,3,mixed,letters,2,1050.9165
10,3,mixed,letters,2,1601.262152
11,3,mixed,letters,2,1292.701931
12,3,mixed,letters,2,1467.869929
13,3,mixed,letters,2,1067.563152
14,3,mixed,letters,2,1567.774171
15,3,mixed,letters,2,1384.434139
16,3,mixed,letters,2,767.3172845
17,3,mixed,letters,2,1401.076152
18,3,mixed,letters,2,1835.261145
19,3,mixed,letters,2,1708.842125
20,3,mixed,letters,2,1426.172234
21,3,mixed,letters,2,1434.348614
22,3,mixed,letters,2,884.296467
23,3,mixed,letters,2,1300.219671
24,3,mixed,letters,2,1451.162661
25,3,mixed,letters,2,1684.738076
26,3,mixed,letters,2,1526.182928
27,3,mixed,letters,2,1367.702279
28,3,mixed,letters,2,1467.80063
29,3,mixed,letters,2,1212.795617
30,3,mixed,letters,2,1726.314216
31,3,mixed,letters,2,1351.045132
32,3,mixed,letters,2,1784.731304